Kualitas Beras,,,,,,,,,,,,
,Rata-Rata Harga Beras Bulanan di Tingkat Penggilingan Menurut Kualitas (Rupiah/Kg),,,,,,,,,,,
,2023,,,,,,,,,,,
,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember
Premium,11345.1,11818.17,11681.09,11672.19,11623.61,11525.14,11537.44,11754.39,12900.47,13371.54,13249.9,13347.93
Medium,10801.71,11300.76,11121.88,11049.87,11005.56,11079.92,11120.58,11474.96,12685.36,13011.56,12959.5,13070.7
Rendah/Luar Kualitas1,10227.61,10467.91,10475.91,10564.51,10428.81,10315.48,10302.59,10525.23,11745.5,12381.31,12534.91,12530.28
