Kualitas Beras,,,,,,,,,,,,
,Rata-Rata Harga Beras Bulanan di Tingkat Penggilingan Menurut Kualitas (Rupiah/Kg),,,,,,,,,,,
,2022,,,,,,,,,,,
,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember
Premium,9824.23,9826.88,9786.63,9576.75,9512.63,9497.4,9628.57,9901.15,10252.31,10402.23,10511.71,10954.01
Medium,9381.24,9358.61,9323.35,9104.35,9065.18,9007.86,9091.92,9358.34,9785.04,10043.47,10122.15,10371.11
Rendah/Luar Kualitas1,9038.14,9061.74,9061.05,8853.24,8902.12,8848.66,8905.52,9069.27,9465.63,9516.09,9542.12,9806.58
