Kualitas Beras,,,,,,,,,,,,
,Rata-Rata Harga Beras Bulanan di Tingkat Penggilingan Menurut Kualitas (Rupiah/Kg),,,,,,,,,,,
,2020,,,,,,,,,,,
,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember
Premium,10032.66,10080.8,10082.43,10018.19,9826.63,9918.95,9931.71,9962.65,9871.12,9812.9,9714.5,9787.86
Medium,9805.4,9844.13,9826.68,9671.03,9526.55,9445.31,9316.3,9334.9,9404.58,9462.81,9384.98,9382.69
Rendah/Luar Kualitas1,9518.85,9521.95,9460.76,8989,8972.52,8926.15,8919.58,8986.32,9026.05,9146.54,9094.69,9055.5
