Kualitas Beras,,,,,,,,,,,,
,Rata-Rata Harga Beras Bulanan di Tingkat Penggilingan Menurut Kualitas (Rupiah/Kg),,,,,,,,,,,
,2019,,,,,,,,,,,
,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember
Premium,10111.08,10007.91,9814.53,9464.68,9462.05,9515.51,9519.35,9530,9594.39,9659.17,9742.16,9838.26
Medium,9902.68,9799.57,9555.35,9144.2,9142.52,9166.4,9211.03,9224,9301.08,9433.88,9522.01,9565.59
Rendah/Luar Kualitas1,9536.3,9474.5,9271.13,8936.36,8953.33,9011.62,8931.02,9048,9140.6,9241.92,9244.95,9252.55
